category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	107/3703	224/9500	0.47767857142857145	1.2254783766058408	2.7293717252807363	0.004181477659896066	0.01347365023744288	0.006887619147392155	545/5290/1385/64682/4775/7514/1386/1147/2033/331/5594/5291/996/1739/2005/8295/821/3845/4087/8697/472/8850/3716/1387/7094/5925/5599/5601/64784/4790/5532/5604/9134/113/7046/4893/4801/5728/5530/4089/1871/64764/8829/4215/2002/1017/701/5534/6416/7048/9184/4214/8503/6908/7416/4773/2113/109/5295/112/3554/83660/4085/7417/1111/5901/890/115/10524/5567/6777/4088/5533/9519/1019/292/207/567/920/10000/9700/3383/3600/1030/3111/3122/894/3113/3559/3117/3560/7419/917/7042/3109/3683/6513/9133/9586/595/1870/1959/5602/7124/898/3118/107	107
Human Diseases	Cancer: specific types	hsa05218	Melanoma	40/3703	73/9500	0.547945205479452	1.405746543898135	2.781273228376371	0.004302852121880737	0.013737546223986204	0.007022520604518054	5290/5594/5291/51426/3845/5894/673/5925/5604/4893/5728/4193/4286/1871/8503/56034/5295/999/1019/207/1021/3082/5159/80310/10000/5156/3480/1956/2252/595/1870/2246/10912/1950/2247/8822/2260/2250/4233/2255	40
Human Diseases	Cancer: overview	hsa05230	Central carbon metabolism in cancer	39/3703	71/9500	0.5492957746478874	1.4092114121401376	2.7660386423665817	0.004519367408380776	0.014297635073786456	0.007308833416424413	5290/5594/5291/2475/3845/5894/5604/4893/3091/5728/57103/3939/2744/160287/5223/3417/3098/5163/3099/8503/5295/207/5159/10000/92483/5213/5156/441531/6513/1956/2260/2064/2322/4233/3815/2263/5979/8140/4916	39
Cellular Processes	Transport and catabolism	hsa04142	Lysosome	67/3703	133/9500	0.5037593984962406	1.292388410940936	2.713937644310378	0.004699777164318166	0.014734436515159656	0.007532122719485728	23335/164/23431/1657/26985/23312/3920/950/79158/3482/4864/2799/1213/8546/411/4074/23545/256471/4891/3423/6272/8905/3988/2720/1200/2581/9583/26503/4668/8763/1519/23062/4126/5660/1520/9516/2760/3074/5538/2629/10947/138050/175/51606/9741/11154/427/1508/5641/1514/1176/135112/2517/7805/57707/245972/130340/22901/1075/1513/1201/55353/27074/8218/50617/1510/58511	67
Organismal Systems	Endocrine system	hsa04912	GnRH signaling pathway	49/3703	93/9500	0.5268817204301075	1.351708437506352	2.7240359771420914	0.004843592860899413	0.015022851115482641	0.007679557890249747	10746/1432/6654/5594/6655/3845/5894/998/5599/5601/5604/113/801/2776/4893/4216/3710/4215/818/2002/6416/3708/2885/4214/3709/109/112/5337/2798/817/115/5567/5603/163688/5608/23236/5578/5332/5580/5579/775/1956/5321/776/5602/283748/255189/107/1081	49
Human Diseases	Infectious disease: parasitic	hsa05144	Malaria	29/3703	50/9500	0.58	1.487982716716176	2.764952584545604	0.0048781097012917775	0.015022851115482641	0.007679557890249747	7099/4615/7057/7058/7412/7097/5175/3082/4035/3586/3553/3383/7042/1378/3683/6401/1379/3576/6347/6383/959/22914/100528032/3458/4233/3040/7124/948/7060	29
Environmental Information Processing	Signal transduction	hsa04371	Apelin signaling pathway	70/3703	140/9500	0.5	1.2827437213070483	2.6936006784992346	0.004941116323538761	0.015083407724486743	0.007710513930545249	30849/10672/5594/2475/7019/3845/4087/2773/5289/4205/5894/5604/6198/113/801/2776/7046/6546/5565/4893/5562/59345/3710/2782/81631/4089/5294/5571/8678/3708/9759/55970/3709/109/112/5581/999/814/115/23533/4208/182/5567/4088/54331/4638/163688/207/91807/51422/23236/10000/6262/22800/5140/5332/340156/5563/22808/6547/6696/2770/595/55811/5054/10891/100506013/185/107/2786	70
Organismal Systems	Endocrine system	hsa04914	Progesterone-mediated oocyte maturation	57/3703	111/9500	0.5135135135135135	1.317412470531563	2.6883756610116105	0.005199293488397576	0.015733514208368316	0.008042843016377027	5290/64682/1432/5594/5291/996/3845/8697/2773/5894/673/5599/5601/5604/113/80315/6197/3320/22849/1017/3326/8503/285955/109/5295/112/4085/699/890/132864/115/5567/5603/6793/6196/6790/441273/442590/207/85417/983/10000/891/5140/100505767/993/3480/245711/9133/2770/5347/995/441272/27330/5602/107/5241	57
Genetic Information Processing	Transcription	hsa03022	Basal transcription factors	26/3703	44/9500	0.5909090909090909	1.5159698524537846	2.7416441376626217	0.005362015610413286	0.016086046831239858	0.008223054792739068	2957/6872/6873/2969/2960/2965/2967/51616/129685/6874/27097/83860/728340/2071/6877/2959/6879/6908/6884/4331/1022/6878/9519/6875/138474/2966	26
Metabolism	Amino acid metabolism	hsa00310	Lysine degradation	35/3703	63/9500	0.5555555555555556	1.4252708014522761	2.706655685278699	0.005474303540432816	0.01620365356662817	0.008283174388264248	64324/29072/55870/4297/80854/55904/7799/58508/8085/51111/9869/55217/23067/55526/1738/223/1743/7468/83852/79813/1962/79723/54904/2122/219/3030/5352/39/224/38/10157/2146/51268/93166/51166	35
Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	56/3703	109/9500	0.5137614678899083	1.3180485943705451	2.66910069828201	0.005504770122602977	0.01620365356662817	0.008283174388264248	4775/1432/1147/5594/2475/4087/3716/6774/5599/5601/4790/5532/7046/6772/6095/3091/3320/5530/4089/3556/3717/3459/3326/5534/7048/4773/3554/5335/6777/3572/4088/5603/5533/3570/861/196/920/3553/3111/3122/3113/3559/3117/3560/50615/917/149233/3109/50943/3662/59067/3458/5602/5588/3118/2625	56
Metabolism	Glycan biosynthesis and metabolism	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	16/3703	24/9500	0.6666666666666666	1.710324961742731	2.7846096325409864	0.0055409045242205525	0.01620365356662817	0.008283174388264248	9653/2132/2135/3340/2131/64131/26035/9953/2137/8509/9955/90161/9956/266722/9348/64579	16
Metabolism	Glycan biosynthesis and metabolism	hsa00512	Mucin type O-glycan biosynthesis	22/3703	36/9500	0.6111111111111112	1.5677978815975036	2.72785826990709	0.005843842937302152	0.01693661719415081	0.008657859364221074	2589/9334/8693/29071/51809/6482/56913/63917/2590/2650/55568/256435/51301/2591/11227/117248/10610/79695/114805/9245/11226/10331	22
Metabolism	Carbohydrate metabolism	hsa00640	Propanoate metabolism	20/3703	32/9500	0.625	1.6034296516338105	2.732666678583319	0.005937549705995399	0.01693661719415081	0.008657859364221074	1629/4594/51/8803/31/1738/3939/8801/160287/594/1962/4329/5095/3030/5096/26275/92483/55862/79611/18	20
Cellular Processes	Transport and catabolism	hsa04136	Autophagy - other	20/3703	32/9500	0.625	1.6034296516338105	2.732666678583319	0.005937549705995399	0.01693661719415081	0.008657859364221074	30849/55102/2475/5289/115201/84938/79065/10533/9140/9776/9474/5515/8678/64422/55054/55062/5516/9706/57521/23710	20
Human Diseases	Cardiovascular disease	hsa05414	Dilated cardiomyopathy	54/3703	105/9500	0.5142857142857142	1.3193935419158211	2.6301864587951407	0.0061714671445352726	0.01746073631136809	0.00892578474477074	3688/488/3685/6645/3676/1605/113/6546/3672/7170/7171/3673/109/112/6443/6641/781/7273/115/5567/3655/8082/3690/8516/3678/3680/6444/3908/6262/7168/1756/22801/3695/284217/775/7042/785/6547/3696/1837/3694/8910/5350/7169/776/27091/489/783/7124/7137/9254/107/6445/1674	54
Human Diseases	Infectious disease: parasitic	hsa05142	Chagas disease	53/3703	103/9500	0.5145631067961165	1.3201051889179332	2.6105430695641387	0.006534976335161134	0.018273893193839385	0.009341463852870102	5290/1432/1147/5594/5291/7189/4087/2773/5599/5601/5519/4790/841/51135/2776/8837/7046/7099/4615/5515/3459/5520/6416/7048/8503/5295/5516/10333/7097/5603/355/207/624/23236/10000/3586/3553/5332/1636/917/7042/356/2770/3576/9630/5054/6347/3458/5602/7124/3593/107/5522	53
Metabolism	Lipid metabolism	hsa00600	Sphingolipid metabolism	31/3703	55/9500	0.5636363636363636	1.4460020131097635	2.6511318807224495	0.006563898417327366	0.018273893193839385	0.009341463852870102	253782/8879/10558/259230/142891/2531/166929/2720/340485/9334/9517/2581/10825/29956/9331/81537/5660/55331/2760/3074/2629/56624/8613/427/64781/8560/7357/130367/55304/10715/55512	31
Human Diseases	Endocrine and metabolic disease	hsa04936	Alcoholic liver disease	71/3703	144/9500	0.4930555555555556	1.264927836288895	2.560223512361465	0.007129502517253085	0.019691006952413284	0.010065880746998924	2932/1432/29110/1147/257397/7189/23118/836/23411/51/6434/8737/1499/2309/5599/5601/6885/4790/9663/841/31/51135/114609/7099/5565/23765/5562/223/4615/51094/128/5571/10645/1374/34/6416/5465/4217/719/7187/79602/219/2308/727/5603/23175/6319/728/355/207/51422/5608/224/50507/10000/3553/6934/5563/356/595/3576/51176/2194/10891/5602/7124/79966/720/110384692/3593/721	71
Cellular Processes	Cell motility	hsa04814	Motor proteins	94/3703	197/9500	0.47715736040609136	1.2241412162727163	2.540723921127445	0.00721739110769935	0.019776788232121055	0.010109731431423043	3799/1778/3796/4649/23095/4644/829/55605/1783/84516/830/9585/9371/51164/1781/4430/4646/11127/63971/22920/6990/84376/4628/55582/7170/4643/79659/347240/4645/1062/4642/399687/55860/81930/7171/51143/83544/3832/55614/1639/84790/10376/4627/9928/196385/55930/9493/51174/56992/4651/140735/285643/24137/51175/51626/80179/56171/57519/10112/23303/55083/81027/7168/23046/1767/3797/127602/79819/221458/126820/1769/3800/11004/8735/7169/4647/4620/4622/55567/8701/1780/7140/140469/4626/4619/146909/3798/7136/7125/201625/23026/7137/53904/547	94
Organismal Systems	Endocrine system	hsa04928	Parathyroid hormone synthesis, secretion and action	58/3703	115/9500	0.5043478260869565	1.2938980145358052	2.534209902059185	0.00790287033030962	0.021409191015035314	0.010944202303511702	1385/1386/6667/10672/5594/65125/9943/11214/2773/4205/5894/673/5604/4040/9826/113/2776/387/3710/64764/2768/3708/3709/109/112/7421/5144/5337/115/4208/5567/632/27347/860/6446/9365/23236/5578/408/10893/9935/5332/5579/4325/5142/596/1956/2770/9586/4929/65267/4322/2260/8600/1594/6559/107/2625	58
Human Diseases	Drug resistance: antineoplastic	hsa01524	Platinum drug resistance	40/3703	75/9500	0.5333333333333333	1.368259969394185	2.5589312303890384	0.007936165634883781	0.021409191015035314	0.010944202303511702	5290/331/5594/5291/7155/538/5980/317/2956/4437/836/1317/472/329/5170/841/5429/4436/4292/4193/672/4217/8503/5295/7153/330/54205/355/207/10000/540/5366/356/596/27113/1244/2064/4257/2940/2939	40
Environmental Information Processing	Membrane transport	hsa02010	ABC transporters	26/3703	45/9500	0.5777777777777777	1.482281633510367	2.5917336245177176	0.00804647021043658	0.021539781794091765	0.011010959235334267	19/22/23456/10060/4363/5825/10257/5244/9619/10057/23461/6890/23460/225/26154/9429/5243/6891/1244/10350/8714/8647/1080/85320/10351/94160	26
Human Diseases	Infectious disease: viral	hsa05167	Kaposi sarcoma-associated herpesvirus infection	93/3703	196/9500	0.4744897959183674	1.217297613077097	2.456757498623513	0.009049920179169451	0.024041009330923426	0.012289566173400058	5290/2932/1385/4775/1432/29110/1147/2033/5594/5291/2475/5610/3454/3845/836/5289/3716/1387/5894/1499/6774/5925/5599/5601/22863/4790/5532/5604/841/801/6773/6772/4893/3091/59345/3710/2782/5530/81631/1237/1871/3717/5294/1230/8678/64422/3459/5534/285/6416/3708/55970/8503/3709/4773/5295/7187/7098/5335/942/1233/23533/4067/3572/6850/5603/5533/54331/1019/131450/163688/54205/355/207/1234/1021/4277/5608/10000/3383/7422/6934/1232/595/3055/3576/51176/1870/2247/57580/5602/5743/2786	93
Metabolism	Amino acid metabolism	hsa00250	Alanine, aspartate and glutamate metabolism	22/3703	37/9500	0.5945945945945946	1.5254249658786523	2.5592416580694994	0.009167508019871552	0.024078284531891307	0.012308620949454417	5471/2673/159/2744/2747/2746/158/790/2806/7915/57494/9945/2752/1373/2346/440/284716/64902/18/8528/2875/80150	22
Environmental Information Processing	Signal transduction	hsa04340	Hedgehog signaling pathway	31/3703	56/9500	0.5535714285714286	1.4201805485899464	2.5203805398918755	0.009289399249568267	0.024078284531891307	0.012308620949454417	2932/23291/53944/8452/1452/1456/64750/339745/730094/11127/51684/57154/8454/84455/157/8945/2121/8405/50937/5567/5727/2737/408/23432/894/55733/64399/596/595/2736/4036	31
Human Diseases	Infectious disease: bacterial	hsa05134	Legionellosis	31/3703	56/9500	0.5535714285714286	1.4201805485899464	2.5203805398918755	0.009289399249568267	0.024078284531891307	0.012308620949454417	317/836/9554/5861/10767/56681/4790/841/3312/23786/7099/4615/7415/51128/840/3329/4671/58484/7097/3684/7100/54205/1915/3305/3553/664/1378/1379/3576/7124/3593	31
Organismal Systems	Endocrine system	hsa04924	Renin secretion	37/3703	69/9500	0.5362318840579711	1.375696164880023	2.5032059613780695	0.0093407138270268	0.024078284531891307	0.012308620949454417	1385/2773/5532/801/2776/3710/5530/5534/2983/3708/3709/112/3759/2977/1909/2982/5139/5567/5734/5533/5593/163688/1508/23236/5140/5332/1636/5136/775/5732/2770/3778/776/5137/117/185/1908	37
Environmental Information Processing	Signal transduction	hsa04392	Hippo signaling pathway - multiple species	18/3703	29/9500	0.6206896551724138	1.5923715161053014	2.553344403549319	0.009876423739828286	0.02482240798496668	0.012689010736416723	55233/9113/7003/92597/6788/26524/60485/122786/10413/8642/8994/9770/79633/25937/23286/5058/166824/54798	18
Organismal Systems	Nervous system	hsa04724	Glutamatergic synapse	58/3703	116/9500	0.5	1.2827437213070483	2.448736836287236	0.009899186183237055	0.02482240798496668	0.012689010736416723	5594/2773/54407/5532/113/2776/59345/3710/2782/5530/2744/9456/157/5534/3708/6507/55970/3709/109/112/116443/5337/81539/7220/115/22941/5567/5533/2918/2911/54331/6506/2915/23236/2752/5578/5332/5579/2892/775/2898/9455/2770/2912/5321/776/50944/2903/6505/283748/2904/255189/107/2786/2899/9229/3760/2891	58
Organismal Systems	Nervous system	hsa04725	Cholinergic synapse	58/3703	116/9500	0.5	1.2827437213070483	2.448736836287236	0.009899186183237055	0.02482240798496668	0.012689010736416723	5290/1385/5594/5291/3845/2773/5604/113/2776/4893/59345/3710/2782/64764/3717/5294/818/3708/55970/8503/3709/109/5295/112/3759/814/817/115/23533/8973/5567/54331/207/23236/10000/5578/3786/5332/1133/1132/5579/775/1136/596/1139/2770/9586/89832/3763/776/56479/1143/1141/107/1131/2786/774/3760	58
Metabolism	Lipid metabolism	hsa01040	Biosynthesis of unsaturated fatty acids	17/3703	27/9500	0.6296296296296297	1.6153069083125795	2.558845439460223	0.009914697442271173	0.02482240798496668	0.012689010736416723	201562/51/51144/51495/6342/3295/3992/60481/6319/79993/79071/401494/9415/6785/79966/83401/54898	17
Organismal Systems	Endocrine system	hsa04915	Estrogen signaling pathway	68/3703	139/9500	0.4892086330935252	1.2550586050198458	2.4210313171296676	0.010376458420098546	0.02567998337753035	0.01312739622142356	5290/1385/8202/1386/6667/6654/5594/5291/6655/10499/8648/3845/2773/5894/5604/113/801/2776/3312/4893/3320/3710/64764/3326/6464/3708/2885/9166/8503/3709/109/5295/112/7184/115/5567/2911/163688/207/3305/2289/23236/10000/5332/5580/3762/2288/596/1956/2770/9586/7039/2100/53358/3763/5443/3861/9687/2099/107/3866/3872/4318/5241/9568/3860/3760/3868	68
Organismal Systems	Endocrine system	hsa04929	GnRH secretion	35/3703	65/9500	0.5384615384615384	1.3814163152537444	2.466034465262532	0.010404820851240745	0.02567998337753035	0.01312739622142356	5290/5594/5291/3845/5894/5604/2776/4893/3710/3708/8503/3709/5295/3782/7220/207/7223/23236/10000/5578/408/5332/5579/3781/3762/775/6696/2100/3763/776/3814/610/1081/9568/3760	35
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	67/3703	137/9500	0.48905109489051096	1.2546544427382809	2.3994857710214514	0.010993387927007601	0.02694154224365243	0.01377229473435348	5290/1147/331/5594/5291/9451/143/317/3845/836/1965/472/329/5170/5894/8737/5599/5601/10018/4790/5604/841/8837/4893/142/6709/3710/4170/835/840/1519/2081/84790/10376/3708/1520/4217/5783/8797/8503/3709/5295/4001/330/8795/839/843/54205/355/1508/207/1514/824/56616/1439/8743/10000/1075/1513/5366/356/596/27113/10912/5602/7124/8739	67
Environmental Information Processing	Signal transduction	hsa04310	Wnt signaling pathway	83/3703	174/9500	0.47701149425287354	1.2237669984883335	2.380877795537785	0.011192646416223086	0.027238048621298142	0.013923866355110058	2932/324/4775/57680/23291/2033/27130/1452/81839/79718/9475/23411/23002/1387/59343/1499/1457/5663/283106/5599/5601/6259/6885/5532/4040/1459/387/5530/8454/4089/1857/51701/818/6907/5534/8945/7855/8323/84133/1488/4773/4919/55366/23500/440193/817/5567/7976/4088/5533/27123/4163/7479/8840/8549/23236/5578/2239/5332/7091/8322/7474/6934/5579/894/85407/8321/7472/144165/166336/8313/595/51176/80319/4920/7473/7475/7484/5602/84870/6424/6423/1501	83
Environmental Information Processing	Signal transduction	hsa04668	TNF signaling pathway	59/3703	119/9500	0.4957983193277311	1.271964362304468	2.3860253915641714	0.011600960094158421	0.028035653560882848	0.014331595437958868	83737/5290/1385/1432/1386/1147/257397/331/5594/5291/6868/1540/10059/23118/836/329/8737/5599/5601/6885/4790/5604/841/9252/8837/64764/840/9530/6416/4217/8503/7412/5295/7187/7128/182/5603/330/843/355/207/8809/5608/10000/3553/3383/7188/3600/64127/3627/9586/6401/6347/5602/7124/6364/5743/4314/4318	59
Cellular Processes	Cellular community - eukaryotes	hsa04540	Gap junction	47/3703	92/9500	0.5108695652173914	1.3106294543789407	2.3927759935710533	0.011843777356519513	0.02842506565564683	0.014530659696927751	10746/6654/5594/6655/3845/2773/5894/7082/5604/113/2776/4893/3710/5592/2983/84790/10376/3708/2885/56034/3709/109/112/2977/2982/115/5567/2911/5593/1902/3357/2915/5159/80310/81027/23236/983/5578/5332/5156/5579/1956/2770/2697/1950/1812/107	47
