query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,1.1459500879671615e-4,1023,2668,180,0.06746626686656672,0.17595307917888564,GO:0031175,GO:BP,neuron projection development,21026,7049,
query_1,TRUE,1.1498454620171512e-4,677,4163,183,0.043958683641604615,0.27031019202363366,GO:0051248,GO:BP,negative regulation of protein metabolic process,21026,13413,
query_1,TRUE,1.189041161611936e-4,242,5256,93,0.01769406392694064,0.384297520661157,GO:0016358,GO:BP,dendrite development,21026,5195,
query_1,TRUE,1.2578823846618579e-4,879,4142,228,0.05504587155963303,0.2593856655290102,GO:0035239,GO:BP,tube morphogenesis,21026,8855,
query_1,TRUE,1.414172708118044e-4,269,4236,86,0.020302171860245515,0.31970260223048325,GO:0071559,GO:BP,response to transforming growth factor beta,21026,16530,
query_1,TRUE,1.414400830258333e-4,150,2072,34,0.016409266409266408,0.22666666666666666,GO:2000045,GO:BP,regulation of G1/S transition of mitotic cell cycle,21026,24969,
query_1,TRUE,1.4152287735308354e-4,1101,4172,279,0.06687440076701821,0.25340599455040874,GO:0035295,GO:BP,tube development,21026,8887,
query_1,TRUE,1.4253321618070303e-4,356,3440,92,0.026744186046511628,0.25842696629213485,GO:0032535,GO:BP,regulation of cellular component size,21026,7574,
query_1,TRUE,1.42607182790889e-4,237,2151,48,0.022315202231520222,0.20253164556962025,GO:0007160,GO:BP,cell-matrix adhesion,21026,2711,
query_1,TRUE,1.4261757807065031e-4,45,3852,22,0.005711318795430945,0.4888888888888889,GO:1900087,GO:BP,positive regulation of G1/S transition of mitotic cell cycle,21026,20126,
query_1,TRUE,1.477602047370191e-4,62,3091,24,0.007764477515367195,0.3870967741935484,GO:0044380,GO:BP,protein localization to cytoskeleton,21026,10877,
query_1,TRUE,1.5322317191060472e-4,658,2058,101,0.04907677356656948,0.1534954407294833,GO:0031344,GO:BP,regulation of cell projection organization,21026,7096,
query_1,TRUE,1.5322317191060472e-4,975,4320,258,0.059722222222222225,0.26461538461538464,GO:0070647,GO:BP,protein modification by small protein conjugation or removal,21026,16003,
query_1,TRUE,1.5404057928131073e-4,2593,3623,530,0.1462876069555617,0.20439645198611647,GO:0010557,GO:BP,positive regulation of macromolecule biosynthetic process,21026,4193,
query_1,TRUE,1.5554285399606836e-4,1027,4320,270,0.0625,0.2629016553067186,GO:0043687,GO:BP,post-translational protein modification,21026,10741,
query_1,TRUE,1.6880508261468612e-4,137,4527,53,0.011707532582284073,0.38686131386861317,GO:0007041,GO:BP,lysosomal transport,21026,2632,
query_1,TRUE,1.8577245086655818e-4,12,882,6,0.006802721088435374,0.5,GO:0033629,GO:BP,negative regulation of cell adhesion mediated by integrin,21026,8270,
query_1,TRUE,1.8578363592948105e-4,1923,4541,494,0.1087866108786611,0.25689027561102445,GO:0071705,GO:BP,nitrogen compound transport,21026,16638,
query_1,TRUE,1.8675016122422807e-4,1530,4240,378,0.08915094339622641,0.24705882352941178,GO:0007155,GO:BP,cell adhesion,21026,2706,
query_1,TRUE,1.9057184701116263e-4,3228,3967,702,0.17695991933450972,0.2174721189591078,GO:0033036,GO:BP,macromolecule localization,21026,7939,
query_1,TRUE,1.9204764165974957e-4,1387,4169,341,0.08179419525065963,0.24585436193222782,GO:0080134,GO:BP,regulation of response to stress,21026,17581,
query_1,TRUE,1.9481873209572107e-4,126,3529,42,0.011901388495324454,0.3333333333333333,GO:0034502,GO:BP,protein localization to chromosome,21026,8604,
query_1,TRUE,1.987687512557322e-4,1080,4152,272,0.06551059730250482,0.2518518518518518,GO:1901698,GO:BP,response to nitrogen compound,21026,21369,
query_1,TRUE,1.987687512557322e-4,2956,3517,580,0.16491327836224054,0.19621109607577808,GO:0051239,GO:BP,regulation of multicellular organismal process,21026,13407,
query_1,TRUE,2.1612329120806147e-4,57,754,11,0.014588859416445624,0.19298245614035087,GO:0030865,GO:BP,cortical cytoskeleton organization,21026,6909,
query_1,TRUE,2.1612329120806147e-4,660,4067,174,0.04278337841160561,0.2636363636363636,GO:0048812,GO:BP,neuron projection morphogenesis,21026,12891,
query_1,TRUE,2.2216275088293155e-4,15,2989,10,0.0033456005352960855,0.6666666666666666,GO:1903083,GO:BP,protein localization to condensed chromosome,21026,22438,
query_1,TRUE,2.2216275088293155e-4,65,3927,28,0.0071301247771836,0.4307692307692308,GO:0046854,GO:BP,phosphatidylinositol phosphate biosynthetic process,21026,12238,
query_1,TRUE,2.2216275088293155e-4,68,4425,31,0.007005649717514125,0.45588235294117646,GO:0051653,GO:BP,spindle localization,21026,13676,
query_1,TRUE,2.2216275088293155e-4,15,2989,10,0.0033456005352960855,0.6666666666666666,GO:0034501,GO:BP,protein localization to kinetochore,21026,8603,
query_1,TRUE,2.2777139624489438e-4,25,3906,15,0.0038402457757296467,0.6,GO:0051315,GO:BP,attachment of mitotic spindle microtubules to kinetochore,21026,13461,
query_1,TRUE,2.2777139624489438e-4,3,365,3,0.00821917808219178,1,GO:0032875,GO:BP,regulation of DNA endoreduplication,21026,7815,
query_1,TRUE,2.3220105658830421e-4,421,3302,101,0.030587522713506964,0.23990498812351543,GO:0043254,GO:BP,regulation of protein-containing complex assembly,21026,10492,
query_1,TRUE,2.3431872592034704e-4,642,2325,108,0.04645161290322581,0.16822429906542055,GO:0120035,GO:BP,regulation of plasma membrane bounded cell projection organization,21026,19209,
query_1,TRUE,2.360165230366281e-4,676,4225,183,0.04331360946745562,0.27071005917159763,GO:0120039,GO:BP,plasma membrane bounded cell projection morphogenesis,21026,19211,
query_1,TRUE,2.522378425791318e-4,1835,3623,386,0.10654154016008832,0.2103542234332425,GO:0051254,GO:BP,positive regulation of RNA metabolic process,21026,13419,
query_1,TRUE,2.537627897780386e-4,14,1243,7,0.0056315366049879325,0.5,GO:0051177,GO:BP,meiotic sister chromatid cohesion,21026,13377,
query_1,TRUE,2.6698243762202735e-4,128,3145,39,0.012400635930047695,0.3046875,GO:0043244,GO:BP,regulation of protein-containing complex disassembly,21026,10486,
query_1,TRUE,2.6902843329857246e-4,1699,3623,360,0.09936516698868342,0.21188934667451442,GO:1902680,GO:BP,positive regulation of RNA biosynthetic process,21026,22130,
query_1,TRUE,2.8300034268587566e-4,34,5284,21,0.003974261922785769,0.6176470588235294,GO:0034063,GO:BP,stress granule assembly,21026,8327,
query_1,TRUE,2.859201090066189e-4,153,4768,59,0.012374161073825503,0.38562091503267976,GO:0007030,GO:BP,Golgi organization,21026,2622,
query_1,TRUE,2.9090386829339586e-4,6,555,4,0.007207207207207207,0.6666666666666666,GO:0086073,GO:BP,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,21026,17692,
query_1,TRUE,2.9090386829339586e-4,145,4105,51,0.012423873325213155,0.35172413793103446,GO:0048813,GO:BP,dendrite morphogenesis,21026,12892,
query_1,TRUE,2.9103243983325395e-4,2696,3623,546,0.15070383659950318,0.20252225519287834,GO:0009891,GO:BP,positive regulation of biosynthetic process,21026,3736,
query_1,TRUE,3.003460449543025e-4,234,3963,72,0.018168054504163512,0.3076923076923077,GO:1902115,GO:BP,regulation of organelle assembly,21026,21740,
query_1,TRUE,3.1281824360780334e-4,19,2262,10,0.004420866489832007,0.5263157894736842,GO:0007076,GO:BP,mitotic chromosome condensation,21026,2652,
query_1,TRUE,3.138253675699856e-4,505,4005,136,0.033957553058676655,0.2693069306930693,GO:0044089,GO:BP,positive regulation of cellular component biogenesis,21026,10814,
query_1,TRUE,3.167324748726427e-4,39,4460,21,0.0047085201793721975,0.5384615384615384,GO:2000780,GO:BP,negative regulation of double-strand break repair,21026,25587,
query_1,TRUE,3.1737312426551647e-4,197,4156,65,0.015640038498556306,0.3299492385786802,GO:0031396,GO:BP,regulation of protein ubiquitination,21026,7113,
query_1,TRUE,3.24429562169435e-4,21,1544,9,0.005829015544041451,0.42857142857142855,GO:0051383,GO:BP,kinetochore organization,21026,13501,
query_1,TRUE,3.24429562169435e-4,349,4163,103,0.024741772760028827,0.29512893982808025,GO:0031400,GO:BP,negative regulation of protein modification process,21026,7117,
query_1,TRUE,3.3462017427520613e-4,155,3198,45,0.014071294559099437,0.2903225806451613,GO:0051494,GO:BP,negative regulation of cytoskeleton organization,21026,13563,
query_1,TRUE,3.573759314225624e-4,681,4225,183,0.04331360946745562,0.2687224669603524,GO:0048858,GO:BP,cell projection morphogenesis,21026,12933,
query_1,TRUE,3.765518731572437e-4,1534,4240,376,0.08867924528301886,0.24511082138200782,GO:0016477,GO:BP,cell migration,21026,5204,
query_1,TRUE,3.78922963247449e-4,83,3619,31,0.00856590218292346,0.37349397590361444,GO:0010569,GO:BP,regulation of double-strand break repair via homologous recombination,21026,4205,
query_1,TRUE,4.037350069163792e-4,1697,3623,358,0.09881313828319073,0.21096051856216852,GO:0045893,GO:BP,positive regulation of DNA-templated transcription,21026,11529,
query_1,TRUE,4.189908891216034e-4,141,4540,53,0.011674008810572687,0.375886524822695,GO:0016482,GO:BP,cytosolic transport,21026,5207,
query_1,TRUE,4.1948944246226636e-4,928,4118,234,0.05682370082564352,0.2521551724137931,GO:0050790,GO:BP,regulation of catalytic activity,21026,13087,
query_1,TRUE,4.2896722734730747e-4,42,2183,15,0.006871278057718736,0.35714285714285715,GO:0007143,GO:BP,female meiotic nuclear division,21026,2701,
query_1,TRUE,4.3252654920238254e-4,1588,3440,322,0.0936046511627907,0.20277078085642317,GO:0120036,GO:BP,plasma membrane bounded cell projection organization,21026,19210,
query_1,TRUE,4.3252654920238254e-4,240,3044,60,0.01971090670170828,0.25,GO:0060560,GO:BP,developmental growth involved in morphogenesis,21026,14532,
query_1,TRUE,4.543164013495086e-4,147,4947,58,0.0117242773398019,0.3945578231292517,GO:0006997,GO:BP,nucleus organization,21026,2599,
query_1,TRUE,4.887603491470474e-4,1030,4700,287,0.06106382978723404,0.27864077669902915,GO:0030163,GO:BP,protein catabolic process,21026,6658,
query_1,TRUE,5.083518108170684e-4,174,4527,62,0.013695604152860615,0.3563218390804598,GO:0007034,GO:BP,vacuolar transport,21026,2626,
query_1,TRUE,5.345996176406409e-4,1631,3440,329,0.09563953488372093,0.2017167381974249,GO:0030030,GO:BP,cell projection organization,21026,6621,
query_1,TRUE,5.529713095259795e-4,22,1569,9,0.0057361376673040155,0.4090909090909091,GO:0000212,GO:BP,meiotic spindle organization,21026,60,
query_1,TRUE,5.685057102237912e-4,563,4217,154,0.03651885226464311,0.27353463587921845,GO:0050808,GO:BP,synapse organization,21026,13102,
query_1,TRUE,5.947634039270173e-4,122,3983,43,0.010795882500627667,0.3524590163934426,GO:0001952,GO:BP,regulation of cell-matrix adhesion,21026,559,
query_1,TRUE,6.153332326771686e-4,61,1123,13,0.01157613535173642,0.21311475409836064,GO:0034113,GO:BP,heterotypic cell-cell adhesion,21026,8358,
query_1,TRUE,6.474197731745747e-4,215,2101,42,0.019990480723465015,0.19534883720930232,GO:0045216,GO:BP,cell-cell junction organization,21026,11173,
query_1,TRUE,6.482429899433559e-4,413,1521,54,0.03550295857988166,0.13075060532687652,GO:0001701,GO:BP,in utero embryonic development,21026,391,
query_1,TRUE,6.571034509443465e-4,2,88,2,0.022727272727272728,1,GO:0032877,GO:BP,positive regulation of DNA endoreduplication,21026,7817,
query_1,TRUE,6.645353745497598e-4,176,2072,36,0.017374517374517374,0.20454545454545456,GO:1902806,GO:BP,regulation of cell cycle G1/S phase transition,21026,22218,
query_1,TRUE,6.667753544933719e-4,768,5070,235,0.046351084812623275,0.3059895833333333,GO:0016567,GO:BP,protein ubiquitination,21026,5229,
